"Populatie";"Geslacht";"Persoonskenmerken";"Reismotieven";"Marges";"Perioden";"Regio's";"Gemiddeld per persoon per dag /Verplaatsingen  (aantal)";"Gemiddeld per persoon per dag /Afstand  (reizigerskilometers)";"Gemiddeld per persoon per dag /Reisduur (minuten)"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Totaal";"Waarde";"2018";"Nederland";"    2.56";"   22.02";"   62.33"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Totaal";"Waarde";"2019";"Nederland";"    2.29";"   18.49";"   56.32"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Totaal";"Waarde";"2020";"Nederland";"    1.93";"   12.09";"   46.49"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Totaal";"Waarde";"2021";"Nederland";"    2.17";"   15.88";"   55.26"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.11";"    0.82";"    2.18"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Van en naar het werk";"Waarde";"2019";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Van en naar het werk";"Waarde";"2020";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Van en naar het werk";"Waarde";"2021";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: gepensioneerd/VUT";"Totaal";"Waarde";"2018";"Nederland";"    2.09";"   22.12";"   59.37"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: gepensioneerd/VUT";"Totaal";"Waarde";"2019";"Nederland";"    2.02";"   22.23";"   58.67"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: gepensioneerd/VUT";"Totaal";"Waarde";"2020";"Nederland";"    1.78";"   14.36";"   49.26"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: gepensioneerd/VUT";"Totaal";"Waarde";"2021";"Nederland";"    1.98";"   16.86";"   58.97"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: gepensioneerd/VUT";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.09";"    0.84";"    1.90"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: gepensioneerd/VUT";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.09";"    1.31";"    2.13"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: gepensioneerd/VUT";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.05";"    0.67";"    1.13"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: gepensioneerd/VUT";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.05";"    0.47";"    1.06"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: anders/overig";"Totaal";"Waarde";"2018";"Nederland";"    2.57";"   21.55";"   58.80"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: anders/overig";"Totaal";"Waarde";"2019";"Nederland";"    2.39";"   22.61";"   60.52"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: anders/overig";"Totaal";"Waarde";"2020";"Nederland";"    1.95";"   14.94";"   47.23"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: anders/overig";"Totaal";"Waarde";"2021";"Nederland";"    2.17";"   16.44";"   56.21"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: anders/overig";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.22";"    1.77";"    4.24"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: anders/overig";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.19";"    1.85";"    3.88"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: anders/overig";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.14";"    1.09";"    2.49"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: anders/overig";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.14";"    1.33";"    2.84"
"Populatie: 6 jaar of ouder";"Vrouwen";"Rijbewijs, personenauto op eigen naam";"Totaal";"Waarde";"2018";"Nederland";"    3.18";"   39.47";"   76.06"
"Populatie: 6 jaar of ouder";"Vrouwen";"Rijbewijs, personenauto op eigen naam";"Totaal";"Waarde";"2019";"Nederland";"    3.13";"   39.69";"   77.84"
"Populatie: 6 jaar of ouder";"Vrouwen";"Rijbewijs, personenauto op eigen naam";"Totaal";"Waarde";"2020";"Nederland";"    2.80";"   28.43";"   66.69"
"Populatie: 6 jaar of ouder";"Vrouwen";"Rijbewijs, personenauto op eigen naam";"Totaal";"Waarde";"2021";"Nederland";"    2.89";"   30.33";"   72.07"
"Populatie: 6 jaar of ouder";"Vrouwen";"Rijbewijs, personenauto op eigen naam";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.66";"   11.73";"   17.76"
"Populatie: 6 jaar of ouder";"Vrouwen";"Rijbewijs, personenauto op eigen naam";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.60";"   10.66";"   16.40"
"Populatie: 6 jaar of ouder";"Vrouwen";"Rijbewijs, personenauto op eigen naam";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.45";"    7.17";"   11.07"
"Populatie: 6 jaar of ouder";"Vrouwen";"Rijbewijs, personenauto op eigen naam";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.44";"    7.16";"   10.73"
"Populatie: 6 jaar of ouder";"Vrouwen";"Rijbewijs, personenauto in hh";"Totaal";"Waarde";"2018";"Nederland";"    3.12";"   37.11";"   77.33"
"Populatie: 6 jaar of ouder";"Vrouwen";"Rijbewijs, personenauto in hh";"Totaal";"Waarde";"2019";"Nederland";"    3.00";"   36.45";"   75.76"
"Populatie: 6 jaar of ouder";"Vrouwen";"Rijbewijs, personenauto in hh";"Totaal";"Waarde";"2020";"Nederland";"    2.66";"   25.11";"   64.69"
"Populatie: 6 jaar of ouder";"Vrouwen";"Rijbewijs, personenauto in hh";"Totaal";"Waarde";"2021";"Nederland";"    2.83";"   27.21";"   72.54"
"Populatie: 6 jaar of ouder";"Vrouwen";"Rijbewijs, personenauto in hh";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.56";"    8.33";"   14.61"
"Populatie: 6 jaar of ouder";"Vrouwen";"Rijbewijs, personenauto in hh";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.51";"    7.70";"   13.48"
"Populatie: 6 jaar of ouder";"Vrouwen";"Rijbewijs, personenauto in hh";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.37";"    5.19";"    8.63"
"Populatie: 6 jaar of ouder";"Vrouwen";"Rijbewijs, personenauto in hh";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.39";"    4.97";"    8.49"
"Populatie: 6 jaar of ouder";"Vrouwen";"Rijbewijs, geen personenauto in hh";"Totaal";"Waarde";"2018";"Nederland";"    2.99";"   33.99";"   84.32"
"Populatie: 6 jaar of ouder";"Vrouwen";"Rijbewijs, geen personenauto in hh";"Totaal";"Waarde";"2019";"Nederland";"    2.90";"   32.31";"   82.93"
"Populatie: 6 jaar of ouder";"Vrouwen";"Rijbewijs, geen personenauto in hh";"Totaal";"Waarde";"2020";"Nederland";"    2.36";"   19.07";"   62.23"
"Populatie: 6 jaar of ouder";"Vrouwen";"Rijbewijs, geen personenauto in hh";"Totaal";"Waarde";"2021";"Nederland";"    2.56";"   22.47";"   73.09"
"Populatie: 6 jaar of ouder";"Vrouwen";"Rijbewijs, geen personenauto in hh";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.64";"    8.55";"   19.52"
"Populatie: 6 jaar of ouder";"Vrouwen";"Rijbewijs, geen personenauto in hh";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.53";"    7.31";"   15.83"
"Populatie: 6 jaar of ouder";"Vrouwen";"Rijbewijs, geen personenauto in hh";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.33";"    3.66";"    9.30"
"Populatie: 6 jaar of ouder";"Vrouwen";"Rijbewijs, geen personenauto in hh";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.34";"    3.56";"    9.01"
"Populatie: 6 jaar of ouder";"Vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Totaal";"Waarde";"2018";"Nederland";"    2.10";"   19.88";"   59.89"
"Populatie: 6 jaar of ouder";"Vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Totaal";"Waarde";"2019";"Nederland";"    1.98";"   19.54";"   57.73"
"Populatie: 6 jaar of ouder";"Vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Totaal";"Waarde";"2020";"Nederland";"    1.52";"   12.09";"   43.66"
"Populatie: 6 jaar of ouder";"Vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Totaal";"Waarde";"2021";"Nederland";"    1.74";"   14.67";"   53.79"
"Populatie: 6 jaar of ouder";"Vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.30";"    3.11";"    8.23"
"Populatie: 6 jaar of ouder";"Vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.30";"    3.62";"    8.96"
"Populatie: 6 jaar of ouder";"Vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.20";"    1.74";"    5.33"
"Populatie: 6 jaar of ouder";"Vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.23";"    2.03";"    5.74"
"Populatie: 6 jaar of ouder";"Vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Totaal";"Waarde";"2018";"Nederland";"    3.03";"   19.60";"   62.10"
"Populatie: 6 jaar of ouder";"Vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Totaal";"Waarde";"2019";"Nederland";"    2.91";"   20.23";"   61.61"
"Populatie: 6 jaar of ouder";"Vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Totaal";"Waarde";"2020";"Nederland";"    2.39";"   14.01";"   55.25"
"Populatie: 6 jaar of ouder";"Vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Totaal";"Waarde";"2021";"Nederland";"    2.66";"   16.60";"   66.09"
"Populatie: 6 jaar of ouder";"Vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.08";"    0.36";"    1.27"
"Populatie: 6 jaar of ouder";"Vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.06";"    0.22";"    0.93"
"Populatie: 6 jaar of ouder";"Vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.06";"    0.16";"    0.79"
"Populatie: 6 jaar of ouder";"Vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.06";"    0.23";"    0.96"
