"Geslacht";"Leeftijd";"Vervoerwijzen";"Reismotieven";"Marges";"Perioden";"Ritten per persoon per dag (gemiddeld) (aantal)";"Afgelegde afstand per rit (gemiddeld) (km)"
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Totaal";"Waarde";"2003*";0,89;15,77
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Totaal";"Waarde";"2004*";0,89;15,86
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Totaal";"Waarde";"2005*";0,84;16,11
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Totaal";"Waarde";"2006*";0,82;16,27
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Totaal";"Waarde";"2007*";0,81;16,37
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Totaal";"Waarde";"2008*";0,79;16,34
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Totaal";"Waarde";"2009*";0,78;16,44
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Totaal";"Waarde";"2010*";0,78;16,54
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Totaal";"Waarde";"2011*";0,76;16,9
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Totaal";"Waarde";"2012*";0,75;16,87
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Totaal";"Waarde";"2013*";0,74;17,02
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Totaal";"Waarde";"2014*";0,73;17,18
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Totaal";"Waarde";"2015*";0,7;17,38
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Totaal";"Waarde";"2016*";0,69;17,49
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Totaal";"Waarde";"2017*";0,69;17,63
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Totaal";"Waarde";"2018*";0,7;17,78
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Totaal";"Waarde";"2019*";0,67;17,82
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Totaal";"Waarde";"2020*";0,58;15,73
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Van en naar het werk";"Waarde";"1999*";0,27;17,62
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Van en naar het werk";"Waarde";"2000*";;
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Van en naar het werk";"Waarde";"2001*";0,28;17,89
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Van en naar het werk";"Waarde";"2002*";0,28;17,9
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Van en naar het werk";"Waarde";"2003*";0,28;18,02
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Van en naar het werk";"Waarde";"2004*";0,27;18,21
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Van en naar het werk";"Waarde";"2005*";0,26;18,59
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Van en naar het werk";"Waarde";"2006*";0,26;18,73
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Van en naar het werk";"Waarde";"2007*";0,26;18,79
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Van en naar het werk";"Waarde";"2008*";0,25;18,77
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Van en naar het werk";"Waarde";"2009*";0,24;18,95
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Van en naar het werk";"Waarde";"2010*";0,25;19,08
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Van en naar het werk";"Waarde";"2011*";0,24;19,25
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Van en naar het werk";"Waarde";"2012*";0,25;19,3
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Van en naar het werk";"Waarde";"2013*";0,24;19,47
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Van en naar het werk";"Waarde";"2014*";0,24;19,64
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Van en naar het werk";"Waarde";"2015*";0,24;19,74
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Van en naar het werk";"Waarde";"2016*";0,23;19,78
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Van en naar het werk";"Waarde";"2017*";0,24;19,91
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Van en naar het werk";"Waarde";"2018*";0,24;20
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Van en naar het werk";"Waarde";"2019*";0,22;20,08
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Van en naar het werk";"Waarde";"2020*";0,18;17,78
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Winkelen, boodschappen doen";"Waarde";"1999*";0,12;7,11
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Winkelen, boodschappen doen";"Waarde";"2000*";;
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Winkelen, boodschappen doen";"Waarde";"2001*";0,11;7,22
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Winkelen, boodschappen doen";"Waarde";"2002*";0,12;7,23
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Winkelen, boodschappen doen";"Waarde";"2003*";0,11;7,37
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Winkelen, boodschappen doen";"Waarde";"2004*";0,12;7,42
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Winkelen, boodschappen doen";"Waarde";"2005*";0,11;7,49
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Winkelen, boodschappen doen";"Waarde";"2006*";0,1;7,56
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Winkelen, boodschappen doen";"Waarde";"2007*";0,1;7,66
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Winkelen, boodschappen doen";"Waarde";"2008*";0,1;7,64
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Winkelen, boodschappen doen";"Waarde";"2009*";0,1;7,79
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Winkelen, boodschappen doen";"Waarde";"2010*";0,1;7,88
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Winkelen, boodschappen doen";"Waarde";"2011*";0,09;8,01
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Winkelen, boodschappen doen";"Waarde";"2012*";0,09;7,99
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Winkelen, boodschappen doen";"Waarde";"2013*";0,09;8,09
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Winkelen, boodschappen doen";"Waarde";"2014*";0,08;8,22
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Winkelen, boodschappen doen";"Waarde";"2015*";0,08;8,29
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Winkelen, boodschappen doen";"Waarde";"2016*";0,07;8,34
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Winkelen, boodschappen doen";"Waarde";"2017*";0,07;8,55
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Winkelen, boodschappen doen";"Waarde";"2018*";0,07;8,56
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Winkelen, boodschappen doen";"Waarde";"2019*";0,07;8,69
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Winkelen, boodschappen doen";"Waarde";"2020*";0,08;7,23
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"1999*";0,05;20,58
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2000*";;
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2001*";0,06;20,97
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2002*";0,06;21,23
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2003*";0,06;21,45
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2004*";0,06;21,54
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2005*";0,06;21,85
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2006*";0,06;22,24
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2007*";0,06;22,38
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2008*";0,06;22,48
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2009*";0,05;22,65
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2010*";0,06;22,81
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2011*";0,05;23,1
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2012*";0,05;23,26
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2013*";0,05;23,49
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2014*";0,05;23,93
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2015*";0,05;23,96
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2016*";0,06;24,28
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2017*";0,05;24,55
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018*";0,06;24,52
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019*";0,05;24,89
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020*";0,04;22,59
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"1999*";0,44;15,45
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2000*";;
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2001*";0,42;15,53
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2002*";0,44;15,57
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2003*";0,44;15,79
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2004*";0,44;15,84
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2005*";0,41;16,02
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2006*";0,4;16,08
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2007*";0,4;16,15
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2008*";0,38;16,02
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2009*";0,39;16,16
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2010*";0,38;16,16
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2011*";0,37;16,56
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2012*";0,37;16,46
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2013*";0,36;16,56
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2014*";0,36;16,66
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2015*";0,33;16,84
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2016*";0,33;16,79
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2017*";0,32;16,84
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2018*";0,32;17,03
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2019*";0,32;17,13
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (bestuurder)";"Overige reismotieven";"Waarde";"2020*";0,28;16,04
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Totaal";"Waarde";"1999*";0,49;18,82
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Totaal";"Waarde";"2000*";0,46;18,93
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Totaal";"Waarde";"2001*";0,46;18,89
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Totaal";"Waarde";"2002*";0,46;18,92
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Totaal";"Waarde";"2003*";0,45;19,19
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Totaal";"Waarde";"2004*";0,46;19,33
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Totaal";"Waarde";"2005*";0,43;19,55
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Totaal";"Waarde";"2006*";0,42;19,64
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Totaal";"Waarde";"2007*";0,41;19,71
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Totaal";"Waarde";"2008*";0,39;19,55
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Totaal";"Waarde";"2009*";0,39;19,52
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Totaal";"Waarde";"2010*";0,4;19,66
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Totaal";"Waarde";"2011*";0,35;19,98
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Totaal";"Waarde";"2012*";0,35;19,91
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Totaal";"Waarde";"2013*";0,35;20,11
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Totaal";"Waarde";"2014*";0,34;20,24
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Totaal";"Waarde";"2015*";0,32;20,23
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Totaal";"Waarde";"2016*";0,32;20,15
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Totaal";"Waarde";"2017*";0,31;20,25
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Totaal";"Waarde";"2018*";0,31;20,37
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Totaal";"Waarde";"2019*";0,3;20,55
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Totaal";"Waarde";"2020*";0,26;17,55
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"1999*";0,08;20,7
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2000*";0,08;20,6
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2001*";0,07;20,25
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2002*";0,07;20,19
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2003*";0,07;20,21
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2004*";0,07;20,05
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2005*";0,06;20,3
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2006*";0,06;20,27
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2007*";0,06;20,18
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2008*";0,05;19,85
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2009*";0,05;19,8
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2010*";0,06;19,71
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2011*";0,04;19,83
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2012*";0,04;19,61
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2013*";0,04;19,6
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2014*";0,04;19,59
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2015*";0,03;19,63
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2016*";0,04;19,36
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2017*";0,04;19,39
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2018*";0,03;19,18
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2019*";0,03;19,1
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Van en naar het werk";"Waarde";"2020*";0,02;15,34
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"1999*";0,07;10,61
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2000*";0,06;10,77
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2001*";0,06;10,83
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2002*";0,07;10,85
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2003*";0,07;11,22
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2004*";0,07;11,26
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2005*";0,06;11,35
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2006*";0,06;11,5
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2007*";0,06;11,65
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2008*";0,06;11,52
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2009*";0,06;11,75
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2010*";0,06;11,92
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2011*";0,05;12,09
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2012*";0,05;11,99
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2013*";0,05;12,22
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2014*";0,05;12,32
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2015*";0,05;12,36
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2016*";0,04;12,42
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2017*";0,04;12,72
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2018*";0,04;12,72
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2019*";0,04;13
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2020*";0,05;10,17
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"1999*";0,02;18,8
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2000*";0,02;18,81
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2001*";0,02;18,89
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2002*";0,02;18,99
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2003*";0,02;19,04
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2004*";0,02;19,04
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2005*";0,02;19,21
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2006*";0,02;19,62
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2007*";0,02;19,56
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2008*";0,02;19,54
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2009*";0,02;19,35
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2010*";0,02;19,51
